Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS
3,A1 SH,SHRIMPLIN,2793.0,79.11590936673558,0.6676535847322997,11.280436900696781,12.022697884019747,4.281254517595295,1,1.0
3,A1 SH,SHRIMPLIN,2793.5,81.43786869039498,0.6619724591298074,12.849491321583379,11.678286853997758,4.095110151135214,1,0.9790000000000001
3,A1 SH,SHRIMPLIN,2794.0,82.79859468118202,0.6566917950529474,13.91092804538731,11.889727240824495,3.904305195925508,1,0.9570000000000001
3,A1 SH,SHRIMPLIN,2794.5,82.42223925680925,0.6514260201465869,14.372291491834021,12.706276540068854,3.7387408459953635,1,0.9359999999999999
3,A1 SH,SHRIMPLIN,2795.0,78.05280252072276,0.6458362802686716,14.52553078738189,13.755230601141559,3.6106118619582244,1,0.915
3,A1 SH,SHRIMPLIN,2795.5,73.84437569464673,0.6397705941294574,14.717759686929837,14.55839486191377,3.5266521383579192,1,0.894
3,A1 SH,SHRIMPLIN,2796.0,71.83477933040061,0.6331726378269751,15.19735521024402,14.746601879949457,3.489458538875513,1,0.872
3,A1 SH,SHRIMPLIN,2796.5,73.00060799357715,0.6261731347642846,15.934095923896102,14.394039057327463,3.4984023050351207,1,0.83
3,A1 SH,SHRIMPLIN,2797.0,76.32222501350095,0.6188966256234129,16.65016885134513,13.729755280350966,3.5440892205958012,1,0.809
3,A1 SH,SHRIMPLIN,2797.5,75.6626776482991,0.6111112706243581,16.51750667805163,13.057441407292782,3.609697770617184,1,0.787
3,A1 SH,SHRIMPLIN,2798.0,73.36615624652461,0.6014466944962786,15.175371595864613,12.670475587175813,3.657462703126199,1,0.7659999999999999
3,A1 SH,SHRIMPLIN,2798.5,72.58634521912425,0.5880575240696413,12.876985402455038,12.753589525797238,3.6443828318916003,1,0.745
3,A1 SH,SHRIMPLIN,2799.0,75.2835741141528,0.5690206749457103,11.800204034124437,13.464353318147934,3.53825353931103,1,0.723
3,A1 SH,SHRIMPLIN,2799.5,81.68824098864641,0.5427752779256672,12.79588006892466,14.76223395797972,3.3700135176633017,1,0.7020000000000001
2,A1 SH,SHRIMPLIN,2800.0,85.8753905224052,0.5102036998894083,13.682626490242923,15.814286034088486,3.234481895339745,1,0.6809999999999999
2,A1 SH,SHRIMPLIN,2800.5,82.42903693397284,0.4755902867798302,12.404897207194466,15.899139752549885,3.1374251788635688,1,0.638
2,A1 SH,SHRIMPLIN,2801.0,74.12442597410389,0.4446282381719617,10.10700027383111,15.534140193514625,3.051471196089892,1,0.617
2,A1 SH,SHRIMPLIN,2801.5,65.35066201436754,0.41877046915270466,8.38083057582753,15.357414047023205,2.9628441425331062,1,0.596
2,A1 SH,SHRIMPLIN,2802.0,58.90868283474547,0.3980098666832392,7.489956962981333,15.251499568600197,2.8942463208674383,1,0.574
2,A1 SH,SHRIMPLIN,2802.5,56.88282539675199,0.38123508370692516,6.410431740000359,14.97119338475517,2.877065600411241,1,0.5529999999999999
2,A1 SH,SHRIMPLIN,2803.0,58.01236357652036,0.3672723594778703,5.666844060898985,14.668886879411101,2.924162189479897,1,0.532
2,A1 SH,SHRIMPLIN,2803.5,60.163397864497696,0.3558025125109939,5.857921593801646,14.749885465141233,2.984121867610317,1,0.511
2,A1 SH,SHRIMPLIN,2804.0,61.75200468532704,0.34683662940265986,6.392424867254878,14.457777427908075,3.026493497341829,1,0.489
2,A1 SH,SHRIMPLIN,2804.5,62.997892627821116,0.34090584327541745,6.226904584687115,14.079383293313382,3.0373978227422294,1,0.46799999999999997
2,A1 SH,SHRIMPLIN,2805.0,63.92875789498592,0.3389188691958394,5.682602617138672,14.165530412583685,3.0269984273890156,1,0.447
3,A1 SH,SHRIMPLIN,2805.5,67.31610866754549,0.34202495502337676,5.455241058436465,14.841669499730683,3.00876471048276,1,0.40399999999999997
3,A1 SH,SHRIMPLIN,2806.0,74.82595326223321,0.35073649313414973,6.239772117031258,16.05926125966016,2.995983663186069,1,0.38299999999999995
2,A1 SH,SHRIMPLIN,2806.5,83.81453363026314,0.3628340203719217,8.41199336645532,17.71918523328719,3.01024236078081,1,0.36200000000000004
2,A1 SH,SHRIMPLIN,2807.0,90.71636581821585,0.37542465619471604,11.071083840566692,19.485797485216665,3.0681956684052505,1,0.34
2,A1 SH,SHRIMPLIN,2807.5,92.35652028817327,0.3862182260899026,12.997067938304898,20.56549423546313,3.071433970372313,1,0.319
2,A1 SH,SHRIMPLIN,2808.0,86.53551248373986,0.3953251967317238,13.31133415908924,20.139653777711956,2.97207107738692,1,0.298
2,A1 SH,SHRIMPLIN,2808.5,74.5650833591103,0.40345619509114083,12.50072740425814,17.95403875928417,2.9863424165040673,1,0.27699999999999997
2,A1 SH,SHRIMPLIN,2809.0,59.95644422957683,0.41132184813911477,11.393456675629785,14.79190223492746,3.1499866845436455,1,0.255
3,A1 SH,SHRIMPLIN,2809.5,50.22021871742575,0.41963278284660666,10.677808834024255,11.675535744460728,3.4329708101239373,1,0.23399999999999999
